mint,symbol,tier,alert_ts,res,n_bars,label,outcome,t_to_tp_s
AZ1fowC7PCS4rKJCY7UFuDqwvGNRRxzJj9BQxiHfpump,HOUSEM,B,1784303246.6853828,1h,227,1,tp,753.3
4gEW7hD7ToAbRaw6YKoo969oLJtVZw6pcjDCr2R8pump,Goated,B,1784303246.6853828,1h,63,0,sl,
3xrF2p1fUhmy1hoeyN8vY1WnBPeBy9WAK8em8mLUpump,flipcat,B,1784297266.874496,1h,78,0,sl,
CsGkrnQJQp1eCNwxQ6yKvbiEJA8MwoL8CmXYySy5J7HM,PEARL,B,1784297266.874496,1h,334,0,neither,
6dMydAmqtLsMtn9WZQW7stGqs4VkZ79pFPP1vbnApump,soltoly,B,1784290681.9581602,1h,42,1,tp,2518.0
CmoCuZ9J2YT1QHv28p3QRphhZot6Sdbu6P6Aw4Vmpump,SOLians,B,1784290681.9581602,1h,284,0,sl,
BdmmbhuqmMcswTCpP5Dy9H6E87ZqDMULVAWdzu4ZhqTS,Quasi,B,1784290681.9581602,1h,522,0,sl,
FzNgpR11RYACasA8ptFniXQKcLw26CmBWdyNEAU1pump,TOLY,B,1784285963.88234,1h,30,0,sl,
rkbX3fimkB2fPBKopYkSx82xSuWdUbNBuNuw7efpump,GOATBATH,B,1784285963.88234,1h,207,0,sl,
3XhARh1nQiwGZLwAD8YyKhfZKVHaG8t3VzsRSejZpump,TABLEPEDE,B,1784285963.88234,1h,404,1,tp,36.1
5yJgw6a8bb1nRsmEBr6vzX5pt6sQekzqG9nfmxqMpump,PROPHECY,B,1784279846.458418,1h,313,0,neither,
EVbXayw9HEmhuRcaQVoTCiHiCeEtM39Bw9TfeVmrpump,KYLE,B,1784271574.0957136,1h,51,0,sl,
9Pfync3ejPC9eHqVzq3nYQJAhyhjqpnB9UsaSfLxpump,KET,B,1784262575.8227763,1h,658,0,neither,
Hsrc16T5cFWgwH2PSEqcYACkHpLHrEHdm5Z1sU2pump,WorldCat,B,1784250923.6223779,1h,226,0,sl,
GTJpiZaCqapCcu5shdZq8D71dQJcyXad8BZadXeTpump,SOLJAK,B,1784245366.2713666,15m,33,0,ambiguous_bar,
HdghDDxvnebzWBXDgqYh9Vw5hfKRRUYGj5uJR2ogpump,Incum,B,1784245366.2713666,1h,96,0,sl,
BhU7rjLSvxKw2gCLzx1LV7J6Y4eXwsjrS24ebPBJpump,HORNY,B,1784245366.2713666,1h,230,0,neither,
2agcQWJftYzYWJNDW4BPok1RKL1xVqpDJtT4SSVVpump,CS,B,1784237963.3874085,1h,372,1,tp,4836.6
G1K4L2nWmwz9s4k31adUKvMaRRYyf9jrkvsrtc7spump,BeastBull,B,1784230594.3570747,1h,32,0,sl,
5NqE4JTopfa1tfgWqfPHavwvRY2deNnnPPryGSpGVGao,GAOF,B,1784217009.0077693,1h,77,0,neither,
DiaXHsNJwvGXEjx1HN7phGL7YfHPtBuvzHoCk28Apump,DBULL,B,1784211430.9753966,1h,413,0,sl,
HFmbKBN7fYCY2PPGYgwkvb7mAuo1v6cmWv1CPK6Xpump,BULLGOD,B,1784190638.3416283,1h,59,0,sl,
AWJkSP77HTYnWyWiBfRoK5nurwP4ApVw1YeEugmepump,CASHGOAT,B,1784190638.3416283,1h,237,0,sl,
G9VVud86SLgb7SnTqRKXJVUkzwLzCf4R89vknWVKbonk,Trump Coin,B,1784181987.1401234,1h,634,0,neither,
E7vTVLLaxV3y68cpnDx2Q7ExeznhWgJKwPziKDsrpump,HOMIE,B,1784181987.1401234,1h,395,1,tp,3212.9
HVRtNeFPrDcAA9Yu3WrTEdCsTLGJiYDiQbqjg3efpump,CUBEMAN,B,1784181987.1401234,1h,570,1,tp,21212.9
BGoC16Rj2B6oxm3CYWoL1eu1BFc6jPvmpsoqVQudpump,BULLSOL,B,1784173379.35586,1h,167,0,sl,
7dgJnmmfwCEn1XVmkvUJqq2TrbrscUTBSq4Bhwuapump,WorldPup,B,1784173379.35586,1h,110,0,sl,
AgCpt2wgiLaV29fmaFTZMuM4Hn59gwCArkiMj24zHTVb,Dinar,B,1784173379.35586,1h,659,0,neither,
GqQc4tjs6RkZt1EdsehKLZvNDTpZc9n3UHGxnbfNpump,BARRON,B,1784160792.3654718,1h,623,1,tp,6407.6
66KL8iu7Unzq84JMQEHtateVXFLaZNcDd8JLRyq7pump,SHIBU,B,1784160792.3654718,1h,158,1,tp,20807.6
JBRyw453Uwi5hitesWGt17TYsJTaWTbFQjV9UNh8pump,EYE,B,1784157354.0544517,1h,44,0,sl,
2ABbnf3EzGfiMa3PE2bseAWwRD4jAE4KgE8YjSTxpump,RELIC,B,1784157354.0544517,1h,680,0,neither,
AuQj7YQSe5ypzxU3f8DDDjNK5qk9PSVCNBcnwAMapump,WIFSEM,B,1784145363.3488066,1h,306,0,neither,
7apj78jEgPGup8UqAcHd9vuDDpWwSapGBdCvF6Uapump,ORO,B,1784145363.3488066,1h,63,0,ambiguous_bar,
4W9nkDkmhVokuv84yeNkSMHQxh1Ta35GMkYMsACbpump,PEPONK,B,1784145363.3488066,1h,691,0,neither,
9FRByUiuZHFLuQhLd51Z9LRWNfLcpQEs1u7uSs5mpump,SOLGUY,B,1784136818.4995625,1h,48,0,sl,
CMhzhzjXZwujkv9Ure9LvkkkPT28kf2BDHTp8eV7pump,MOONCAT,B,1784136818.4995625,1h,255,0,sl,
Hkpi2SkNWm5LogyY1Bz4zYTq5REVvco2aYWd1tYppump,FCM,B,1784130903.4055033,1h,385,0,neither,
4bUuiPrAmrmYnDsh3XxsXHaQcDZCi42nJnCyH6HBpump,BULLet,B,1784130903.4055033,1h,31,0,sl,
8kvptZPajh1LJ9fPZrqJnJYnhNw6rnaKfphQp1snpump,CLAYNOSAUR,B,1784125028.3079994,1h,281,0,sl,
32jdxuFmaJufSsGtgUQN6n4emvzLsD8QRBSjfqVgpump,RAFFLE,B,1784105819.129351,1h,39,0,sl,
85pXzSdTSA4wu8t3qY8JkgHeMHWzMaE1j94duRTppump,PUMPDb,B,1784105819.129351,1h,71,1,tp,180.9
HPS59hGvWCf5AdSWqFPJ3yPTJcgTEpo9Raxt32G5rBsd,Bird,B,1784105819.129351,1h,83,1,tp,180.9
GCsMGDGF9DGANC1W3AEovCe9C24984JUs4SFVvwFpump,DAFUAN,B,1784097097.4736307,1h,215,0,sl,
BGfwT1DqdZetx3AaWFggdgpTXvTatvUxAua8wFdvJ72d,$shart,B,1784077068.6222556,1h,130,0,sl,
GjJsyLWFEHA4TCJBGpobM2tceM4wiQaD3ZPKDhDppump,Cyclospora,B,1784068930.0469458,1h,691,1,tp,1070.0
GjPcGzjqAtEjaFHPYGq36cDRibhbtwAqvMd8Avvpump,PUMPANGEL,B,1784068930.0469458,1h,47,0,sl,
Aq5dLtgrWDeHdJgRi4ka4wV2L8v1ioTtqFy8L9LQpump,CAT,B,1784065268.1300707,1h,276,0,sl,
gCETSgf89gXTMZGSDWamDvmjoxypsJL55rjf2o4pump,GEORGE,B,1784065268.1300707,1h,408,1,tp,8331.9
3pY7axDMKpZ8rQM5XSRGsKLLJBjLVQgVDRVNJpXPpump,COBBLER,B,1784058469.974277,1h,150,0,neither,
FzjSYeMaKvJtruzMyoeZzhb6uhA8ZXY9ibeTBM2Upump,MSGA,B,1784052792.4218676,1h,204,0,sl,
CVhWiQ2SBhpTJ3xAR3ekf3uf8Ns2tNzj3mEtzKSpump,WINGIT,B,1784052792.4218676,1h,653,1,tp,35207.6
G9j8WWDeJXZdvwQgP82ooDuHmpc3Gy8NCSins71Lpump,BULLCAT,B,1784052792.4218676,1h,717,0,sl,
6fkhFEPL1KjipJkAuJg6gCQmHsnvwfhJXUyjV2Tspump,Robbinghood,B,1784048131.8931777,1h,663,1,tp,268.1
h3c8Kyoj4pnpeZCGqtWqyK6z8WbzroYRD1Wi68Jpump,OTOMAT,B,1784038027.822069,1h,317,0,neither,
4SLVH8rturi925CyqaRTJUajPBix7JNJaGL5EGoZpump,bullbrain,B,1784030371.2520242,1h,38,0,sl,
AcPqEaR9LmNj6grvx28QKCfUmsg48GpT4ZZpfjh7o9Du,sif,B,1784030371.2520242,1h,115,0,sl,
2akXpuyFXAVN5YofZpZMfBp2Vxognpmv9NooBMuHpump,ELON,B,1784018389.3432217,1h,640,0,neither,
3UXSLKVxF5L6AaugmUhkRBoKETtThQwj6bD6qYkbpump,NYX,B,1784010577.6468673,1h,252,1,tp,9022.4
F4GpAFr6vrxU3Y887F3XWkXRgybCVjZNk63m72f6pump,TrumpCoin,B,1784010577.6468673,1h,728,1,tp,1822.4
CLrsRz21tZtHe7hkt34d8zC9t6gwLziw9SdMM6o1pump,Cardtopia,B,1784002432.5481284,1h,290,0,sl,
8X1N2HmiP11UXidmyRNHLoBGjAhXU4rk5GnrVYGYpump,BlackBear,B,1783991137.9319491,1h,722,0,neither,
9oDndFiC7RW42vZcmSzacTKMWE9kgeqnzwXDGLSkpump,brain,B,1783985885.598573,1h,678,1,tp,1314.4
3htc6kXDoWX96ARLfArJbHmwX8ynYCaWGB3PdE9bpump,Bulltard,B,1783958476.4940856,1h,126,0,sl,
Gsv34W1qcLHMXJRCPDHZYxKUizMozV7An84HuH7Hpump,P250,B,1783958476.4940856,1h,154,0,neither,
J6Zh9N6AKkFySTpQD3wMbpoetPpwohvuq5YgVWKvpump,sigmew,B,1783958476.4940856,1h,204,0,neither,
BKT3hEUizCg2FKwZ9NrEEUKtEQGyQfyxYcUkkfkepump,SOLRAT,B,1783948141.0077858,1h,53,0,sl,
9TH4WrNrmcE4UVfRuyY4ntN7n7eXHBshss9Wm5Cepump,ANUKONG,B,1783948141.0077858,1h,70,1,tp,3059.0
2vvw3cSwibzGD6SgW9QzRaBdmjkYrvs218DUy6VWpump,SUNUSI,B,1783948141.0077858,1h,745,1,tp,28259.0
A7eGqQDmjouCrgD68BYV9zS9kd2KfSSdZbYRF8D5pump,BELIEVE,B,1783948141.0077858,1h,232,1,tp,3059.0
2bNi6wZ8uAPdNoGkJZ1cn1FGuvGABBXdtyLjvp2Mpump,Shikoku ,B,1783939231.4222093,1h,467,0,sl,
9Gv4i5YikU2rV6L9zA3XEXsmjiYqwpnUsLsvADWJpump,Diarrhea,B,1783939231.4222093,1h,737,0,sl,
E6u1oEuWWhuexdeVztV7GkQwhDb4yCLKuaUstA88pump,ACAT,B,1783939231.4222093,1h,526,0,neither,
3DHuqH3yb7HAxBTebcMfjT1fMHbfNUAGB7TGYBQkpump,MEGABISON,B,1783927920.9829576,1h,52,0,sl,
5whR534GcEEmrVPedDPZgWLXKQX3shhHMcdZ1FXCAMzi,bcat,B,1783927920.9829576,1h,751,0,sl,
6wtZueu89AGwQkGUki3HcerjCDFxLA9PyVUBWQbMpump,CASHPIGGY,B,1783886163.9205482,1h,231,0,sl,
CTdVAK1wZ5wgJiMqm41CGF323QTr1ZwAtnJ3MwKDpump,memecat,B,1783856823.0068853,1h,429,1,tp,7977.0
DpqGBmkc6SrY2vA1Yb5KuH571WW1oQJjJdD3d2kupump,PumpfunLife,B,1783853304.62889,1h,656,0,sl,
gsoZaYPVioFi9GRaehCnvNqUSNWYNZNVKT9oyoJpump,HOME,B,1783818558.8293233,1h,749,1,tp,3041.2
EmJamPBbvAH931LffK1rAA2HkC45ndZJMAbdKFospump,NC,B,1783805255.6886463,1h,96,0,sl,
CLGkHAUpMFBDZjzcLPnrA5BwtXF2sCUkxpCzB7Ze42n9,CRAT,B,1783799207.4638817,1h,489,1,tp,792.5
5VMbcRosto1RT6GZHRucUZEM26XEoTYcmoSbNhq3pump,FrogCat,B,1783799207.4638817,1h,286,0,neither,
CizcDa22HJjXybKLriibqP167GcJjqiDHDPtuiMmpump,ok,B,1783794605.4611638,1h,787,0,sl,
7NTs9FPw7tP2Bfjcn8eAJZUr4ApG8n9ZbXkT7Adwpump,LIZARD,B,1783786379.2608607,1h,670,1,tp,2820.7
HyrcSV3oQkS763vWNdqP5vhDcfvnesCFqqe37nXpump,CASHDOG,B,1783778270.7610312,15m,38,0,sl,
AFNjXHtaZ9DYRWWAnvJQYx6NexJyD7uyw3YgqWAspump,$PHF,B,1783771708.5728903,1h,174,0,sl,
FkJrB7LPuvDbwoWxfcqXEXyvtjXYFims4CNiQecmpump,debt,B,1783764232.1338782,1h,223,0,sl,
7RJiGtMVxih75Z4EKY9NdyhRmDPBChzuEfQatZ4Spump,blackfebu,B,1783764232.1338782,1h,379,1,tp,3367.9
EQ6qQsweDhsdYqbYMv4J2dTZwEMvnETQH9rQHr9fpump,CASHCOIN,B,1783751954.31054,1h,28,0,sl,
6hKk9ymYMejWURC1GhKj66Rwcn6VNnHHe1E3JgE4pump,GHOSTI,B,1783751954.31054,1h,759,1,tp,1245.7
BgkqjKuiNvS7UrqxzffCVYAuiFm8PfBRC2rmLv9Epump,lolbitcoin,B,1783744329.6745577,1h,109,0,sl,
AejbCpYysBiMAvLgwN6bjPYfELPEosYv7HYjXe94pump,larry,B,1783726944.7980835,1h,85,0,sl,
EWxEchHjnza3Q3BdQ8AfrvgrmsF1H8kn3gkXo1W9pump,CAT,B,1783716063.4820795,1h,211,0,neither,
4Y8KxA9oMURfSv9bSnYESDMsrJfUKB9H7bdCkGYWpump,ggcoin,B,1783704661.246533,1h,227,1,tp,16138.8
DAf8sUut8ViuvqkjNoLGTiWwsLrXsYzrkmhQpN9Vpump,STUCK,B,1783698166.2871938,1h,45,0,sl,
Ct2VDLuBanTr6jo8jHXQtZqncwxtN31aovHC1yDepump,mogcat,B,1783698166.2871938,1h,38,0,sl,
USZCppow9iT4f8kPF9d9Ww2BMriiwgfKtAh1F4Kpump,1000,B,1783689692.802137,1h,264,0,sl,
BmSjM7C7VRhznMMVzXidgyuE5ehvTHbRr1uGe2xFpump,mogdog,B,1783689692.802137,1h,506,1,tp,2307.2
9y6hXFBFN1fJGfAAYgkXVVfQATG1mEJsmTrCXcT6pump,Silk,B,1783689692.802137,1h,618,0,neither,
FtxMtQmupaXuMX14EA8esBp13qWF4xfgij2BG6U3pump,Jamey,B,1783682124.841893,1h,261,0,sl,
BtUiqGdsW3H47yvtyKSLhQfzVpwov3wyYY6qssU9pump,reptilecoin,B,1783657670.9316947,1h,817,1,tp,27129.1
HbugFhaL4ijduGiHcY4uT6CNgX58Qac9djsAFo7Dpump,PTROLL,B,1783657670.9316947,1h,617,0,neither,
HSKS5CAuEJpFZYinAVmR35H765wv4nyuhsAd48Tpump,AUGUSTUS,B,1783637965.0525239,1h,249,0,sl,
GmomouzGr7a1Y7yp8RxM6a29iZFE1B5RrfPQdRggpump,cod,B,1783637965.0525239,1h,55,0,sl,
HCkhfdDNF2dqMxxtL51AzgWU26MBNkUkEzGAHtqkpump,BatCat,B,1783633843.1912048,1h,805,1,tp,7756.8
Bi7X9vxqGozZoXvgyJ2y9tzdKQ1QVpt5LjYF8PoFpump,ICM,B,1783633843.1912048,1h,474,0,sl,
9Hoc6LmvUvEMUvNwp8qY8xv6uUSXz6ZupJkWQdeUpump,SPINY,B,1783633843.1912048,1h,571,0,sl,
9zvFpDR7u3NFnCZUkZzxJNuFSF2gnHC4xJ1bMdZ5pump,Bullchuriki,B,1783613865.456095,1h,120,1,tp,2534.5
DxFBL4ugvbnkb1uQZsNCZcmo3LKH1ymm7tsPDpLbBKjE,Always,B,1783613865.456095,1h,488,0,neither,
2aQKC1xiKpEyAWvzSDrULnYLVuybWyx7qrsnpP8hpump,Udin,B,1783613865.456095,1h,839,1,tp,34934.5
9QNz5x4wmUWgpaF2zx7UtLvzvgyDzzVznpdJ85cNayZC,Dab67,B,1783604361.2222955,1h,260,0,sl,
G2L8j6Vr2xziHCh9dhhV9J72SMpirtNYZXGV1s68pump,BIH,B,1783604361.2222955,1h,63,1,tp,1238.8
G6cHLEwYHyZJXBhKpSWMU6RUtcq9HM9UTn2cTEdKpump,ARROW,B,1783583441.280578,1h,615,0,sl,
31mMFCFe3V5tx319s5kNfnPrYCzc8SuxPofGcyfepump,EVERMEADOW,B,1783583441.280578,1h,255,1,tp,7758.7
77x1fCskDLaiZmm2uZKEhARSCD2B86VaahTkK2Vfpump,NIGGABULL,B,1783583441.280578,1h,564,0,neither,
NV2RYH954cTJ3ckFUpvfqaQXU4ARqqDH3562nFSpump,Punch,B,1783583441.280578,1h,848,0,neither,
4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,testicle,B,1783583441.280578,1h,848,0,neither,
2Rh23w2hSrqjBUV7A5oyrPtBDnX8MniUmGi7FZw2pump,BULLSINO,B,1783554811.0635178,1h,117,0,sl,
D5MS4fPQ3GsmLDXy5732ZaHQJrZ49hdALTyEtXh3mgGw,HOOD,B,1783546441.725403,1h,188,0,sl,
2RxbXoPz3bKgUhU42fyb2juxzqxxJ8r6ewqHQ1WyRz37,小小,B,1783536636.8811502,1h,190,1,tp,563.1
CS2T1HQRPCXaYR5V3SNDb5ceERwZg1Nb5uuw6Dg5hpsn,$TWM$,B,1783530800.9131336,1h,155,0,neither,
9GqRUutMFyx8Q7kQsaoES5TLQkv7kKNUh5f15aDwpump,GME,B,1783530800.9131336,1h,70,0,sl,
ECHFvPRtUDDTg53V5k45pLk6E5zCunk5RYXrL1qopump,okdog,B,1783525070.9213862,1h,35,0,sl,
7pncD23yVtmVRRa4fLFsi3pGotbUxrFvR13wTGNCpump,GM🐂🀄️,B,1783525070.9213862,1h,89,0,sl,
FY9yQSFokAyuKm33HBAUCYjvjmEbeXfDTpSiVZNUpump,Binface ,B,1783525070.9213862,1h,818,0,neither,
7e8NVxuu2j4TyuAXN26mMj6KP1wGgVp7G7n3zy53pump,AWC,B,1783484855.774943,1h,36,0,ambiguous_bar,
JCKJviubAbCSztaGnKGqaiKhmpsE9uDTxcENXZrLpump,StareCat,B,1783467142.8631387,1h,675,0,neither,
Hk8qqvyYU5gfAB5QCZCcJq3gR3TZ8LtvNmA1EM3bpump,BabyCupsey,B,1783463609.1887023,1h,801,1,tp,1590.8
8N1xPzwZtuRQSdRMnbjAjdd2tK9V8nF7Wrw8gGeLpump,WSB,B,1783463609.1887023,1h,228,0,sl,
9kFcxV4s75ctSAjX6NLfcmPx1vuJom22RVrSGSitpump,CUPSETTA,B,1783458562.4328148,1h,457,0,sl,
DMGvqNkhS3BtNDRypN6tEY6jpkatHJj4WQZtPmFzpump,BULLTISM,B,1783452203.2254553,1h,154,0,sl,
22oesKQuMBmxUTWfeFDjNnYS19VujFcBmi4EL8gWpump,GCAT,B,1783437601.688591,1h,114,0,sl,
DeqsPTYwvsNjkf5G8zDxziUnFPp55nQZA4vrNM2apump,QNT,B,1783437601.688591,1h,735,0,neither,
BrXJz1NyZbeCALn4aWS7ckZqMyQBwENDGVmaRt4ypump,ELON,B,1783437601.688591,1h,125,0,sl,
4K5wiLjC5MmZv2pNmewQdZjds4yiBNTn8zUMi5cQpump,BULLTARDIO,B,1783426041.404913,1h,133,0,sl,
saTZ9ADxuPYGxCgJMqnRsanza3nT3GnkpKENicKpump,roscoe,B,1783426041.404913,1h,147,0,sl,
4eKYoR1hBHnRaYyg2d57H36uUatRNyZr1NRP9ScNpump,DONALT,B,1783414634.417662,1h,435,0,neither,
AyafwyhUhZW4L9bdeG2nBjTpQkt5ek1aA1A78XGopump,PUMPBULL,B,1783414634.417662,1h,50,1,tp,165.6
3gDAjymqTF19GVw4TcB8sAKd3yLR2dfEzJ4Wztm2pump,TCAR,B,1783403326.6227763,1h,893,0,neither,
CvXyWJRq3ZxqifMzAuyUomDvJ8PF8NitXx8HxRLGpump,WYNN,B,1783403326.6227763,1h,830,0,neither,
D71ZjzGKk5duRFBmdzDMNmehyFuoN3xx1bCFiPQPpump,$LEVICALF,B,1783387663.4119222,1h,225,0,sl,
6MPYewsYPK3L1ak68Gpc9ajuRjRRsGpnVd4mPTzWpump,Ansem,B,1783377227.475578,1h,82,0,sl,
2Gt16sPz97kjvVXAz7aRbKG718hmY9HiyboieZKBpump,DEGEN,B,1783371998.7240024,1h,865,0,sl,
EYvkcWB5S4DFv7gJqR8D2W76U9n7kD3jvYcbSXdppump,HAALAND,B,1783371998.7240024,1h,781,0,neither,
D2XvLipYuPFgJ42kB6U4ihmHENStT7h2BS2iN5NtzZKg,HOOD,B,1783365648.8071306,1h,704,0,sl,
CPtvQTf8bXKPx4wQTpVkB9StqcXnVdpz8WN2UZaopump,AIF,B,1783359043.548683,1h,38,0,sl,
N5BpqcxRy1ogo8hQixZm4E2axpdqj8WivqbWoaSpump,BB,A,1783348743.9313614,1h,25,0,sl,
6uYAQyXYMQ5sTNPRZmYSVMGTAzgkTrK5mGtHpPYCpump,Vaaland,B,1783348743.9313614,1h,179,0,sl,
E2ueKQ3EDTTmCkUA17j3KeTb2u6VT91xiyECdKRzpump,tolywifhat,B,1783348743.9313614,1h,639,0,neither,
NpqoucNKKJ62PwikH4NBvTm3R7mgREXoTtv7nJSGLUE,GLUE,B,1783348743.9313614,1h,855,0,neither,
7BEPYMVq3X9JFes4JDervkrJQ7TNDeBEd4L1nuGpump,LEVITRUMP,B,1783336107.56336,1h,55,0,sl,
2UQCVGq2BRoqSTs9NF9X7e6GCm7HZzSu4jNpw7vzpump,elonlet,B,1783318082.8488464,1h,45,0,sl,
wobYcxYiABaM6qByXMuBdespq3DPLNuSYqUpMmBpump,HAAL9K,B,1783318082.8488464,1h,913,0,neither,
FsBsv7svcEwMkioVck7cno14YPmiwnXuR3J91UJ5pump,BULLRUSH,B,1783294827.317896,1h,50,0,sl,
7f5vGM47S6oSSDHnyPLwem2Nn4fy8WNXYvMwDWCBLiEt,CEEZEE,B,1783287052.7465112,1h,160,0,sl,
hrmvPdczhB6UxQ6bjhZTk6XN72ezJ1mSgiNKeYzTnor,NOR,B,1783282811.321823,1h,68,0,sl,
2mDmh6PxiPPYgYNrbQZtMKTUwkX4FCb3MMm7Skewpump,BANSEM,B,1783277547.901361,1h,73,0,sl,
6kMcUKLubWNtXSH33aisVF3cQ2otD9Fz7L8E7U2ipump,BULLDERS,B,1783273785.4759328,1h,52,0,ambiguous_bar,
8NGpdSE1tZqUrvpUVqsn5Revncc6yUafk8mnAyK9fNCE,Chud,B,1783265053.008341,1h,943,0,neither,
F2fcE5sjDuSMVrj56Q7Pg9ha7cHfpTzuUTkVJxKdpump,TRUMP,B,1783259067.6738563,1h,43,0,sl,
A8wXmAgVy3peeHtifXNvYUUirGdNu4ezJoDno9trpump,BLACKOUT,B,1783259067.6738563,1h,264,1,tp,8132.3
29pNSDP2nSzQVMXjqc5HtLmnu4yK7JfZuKP9Lb3Epump,Elon,B,1783248540.176173,1h,262,0,ambiguous_bar,
5xRRRd1fhGyBY2u31isvkL3rLtYUFXvau3JgkwiKpump,LFG,B,1783240380.285795,1h,499,1,tp,8819.7
4PRz3EwhbjrrX6YksMDuUzrXT51pr7CQtXNCravhpump,ACM,B,1783240380.285795,1h,887,0,sl,
49tvQ5zXMxHu7mk6nqcCe9SrQ5ePxBFSKFX5jvDgpump,Fedja,B,1783240380.285795,1h,113,0,sl,
BJR8CP2s2tiuqhp1kVLGsjTqkb3a3om3CbPttrBEKcq5,GIGANSEM,B,1783230363.7648876,1h,196,0,sl,
H6QG1XUwKpXB94kJUzkcn4GaD3yzYTcm7xbBf4aopump,nsmb,B,1783230363.7648876,1h,78,1,tp,836.2
7DWRAaAecR2bhPRUjg7VN6XqoXpRYCRqsq7W6t2Vpump,BOB,B,1783214847.2179768,1h,724,0,neither,
E7wbcQSGnuC29vNeDX8SrosiD46piaUnBHTg5X8apump,Meep,B,1783214847.2179768,1h,265,0,sl,
6mUXxdGMtxKDSw6zXiarQ5mgP3UC1LBzu9LjgXhFpump,AnsemIRL,B,1783208805.613229,1h,232,0,sl,
EXTvbbAKdhASAazTfDmR1FhwFeQBrbz1uqcxFk6E1jAF,bullsem,B,1783201362.2889209,1h,559,1,tp,11837.7
5pYB12kEhfhSFXJjZ7JtyqDpt6uUqhsF6iu6Ee9spump,CATWIF,B,1783194590.4367301,1h,964,0,neither,
3MjoqwNyvoeqneWpzbHqTcJMHZE9FfqYbSg3cQCzpump,KORA,B,1783190161.5750926,1h,277,0,sl,
MtJEwiCNkPyNFB3bfz78P6rfhzrHaTgEojqsJNJpump,TMB,B,1783181875.5135114,1h,497,0,neither,
4EKJBc4WdeCViLRCfRx5ieFHfPFuBYhV49527GUBpump,womanlet,B,1783181771.8922539,1h,396,0,sl,
BBhHEEs8bCPchS8S8EX744ExVrMD9xjGy8CXepctpump,ansemwifhat,B,1783181771.8922539,1h,472,0,neither,
5z6djd93D4twJD4mi8ST7tdAmA4XmrkovXuJy3mjpump,niglet,B,1783181771.8922539,1h,249,0,sl,
AnSem47wDeFBCnnuw2owzbBDT9pRzZDUBoSBXfbDpump,WEN,B,1783181771.8922539,1h,360,1,tp,13428.1
CSrwNk6B1DwWCHRMsaoDVUfD5bBMQCJPY72ZG3Nnpump,Franklin,B,1783181771.8922539,1h,670,0,neither,
991L48va9rMiysu3fCpeg5p9bN4NLzhujojzmFtkgacE,spurdo,B,1783181771.8922539,1h,805,0,neither,
ERBATen21ug99H7p2C21fCim9TQpBBM79QT9VX4Jpump,GM,,1783043486.2615998,1h,127,0,neither,
HS4DWjgJ2h51PCnhh95saqgLQ21Zps6VABK1vi9gpump,LojakPaul,,1783042948.784281,1h,468,0,sl,
ARea51UmRfn22Ds7KwFZirSMEEn1gtBdrhW4zLeveeV1,AALIEN,,1783042948.784281,1h,369,0,neither,
BDbNwA95183CdqUhx2P6R3fWXbefubVbx2wNnCp6pump,FROGBULL,,1783042783.8092139,1h,661,0,neither,
F7bFfkHxLuXuuoeX3SQDM9PDhBABVEVFmter8nnRpump,shitcoin,,1783042783.8092139,1h,224,1,tp,1216.2
4rxNSU5BynixWPZvN3Nprvm4fdomjRSQynFb5XvQpump,Biu,B,1788343107.00545,1m,67,0,sl,
9tqjeRS1swj36Ee5C1iGiwAxjQJNGAVCzaTLwFY8bonk,Ani,B,1788343107.00545,1m,40,0,neither,
CbwAev4koqtES4JVyjqoDcTTZcCdk1ZcXF2nYZhEpump,foneless,B,1788327848.395914,1m,23,0,sl,
99XjLY8VUSuwHcLcbTnqXvhwC3nWShMqqffamanAytMA,Boomer,B,1788327848.395914,1m,465,0,sl,
72NtVkCkBC2mKCT6paAdo9g4KptUrRH8aRU3xzBVQHDW,alon,B,1788311080.3888972,1m,132,0,sl,
BrikD3tfzSL7deBUQsxzKjWdYkAHKpFKmt89KySxpump,brik,B,1788311080.3888972,1m,229,0,sl,
BA4iCAoJWfhsjDNNJHbd4NQbxLbYgR5QiLojAHGVpump,AI,B,1788311080.3888972,1m,651,0,sl,
Ge2x1ERWLtQxuPCgaSwipZwADL7fsnfx9oGVx5nYpump,APEBUTT,B,1788296250.3584013,1m,117,0,sl,
2wA2beVvKC83cCS2s1Zq1a2XuA5S4SPqhiQLfkVspump,stonkape,B,1788296250.3584013,15m,67,1,tp,19949.6
ESuCxMF8quZ1DjHKu3GDoVifECw1gGUkbkJVdpwwpump,64COIN,B,1788285563.7423239,1m,447,0,sl,
CgypxZcmmZMVQMERA6D59hkh8maPEnj31pYRKM9cpump,DICKBUTT,B,1788285563.7423239,15m,79,0,sl,
3trZJN24RBWW3qGaYYwmuZVrXXgwB6TDstaPK1bNpump,SOLDOGE,B,1788273916.7081876,1m,50,0,sl,
B5yU1iTwfJ462o9VQBkVhCpj5XHn51utWBm3t37epump,PEPEFART,B,1788273916.7081876,1m,97,0,sl,
Gd2igp4YL8Sn1nag3F8U98Eo2eJrgFxjk6DSaRorpump,Flip,B,1788273916.7081876,1m,29,0,sl,
HT3vTUGsYfWQMQqbL9dNG87tYbSStkU7CTjBba2jpump,HELPFUL,B,1788273916.7081876,1m,370,1,tp,2083.3
